No,Research Development,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Net Income From Continuing Ops,Net Income Applicable To Common Shares,date,firm,Ticker
1204,634457935.3312303,2478000000.0,2066000000.0,1934000000.0,4528000000.0,2408000000.0,2408000000.0,-106000000.0,412000000.0,4528000000.0,2120000000.0,0.0,70000000.0,2066000000.0,2066000000.0,30/06/2021,Mastercard,MA
1205,634457935.3312303,2190000000.0,1828000000.0,1795000000.0,4155000000.0,2197000000.0,2197000000.0,-107000000.0,362000000.0,4155000000.0,1958000000.0,0.0,-7000000.0,1828000000.0,1828000000.0,31/03/2021,Mastercard,MA
1206,634457935.3312303,2168000000.0,1785000000.0,1859000000.0,4120000000.0,2111000000.0,2111000000.0,-108000000.0,383000000.0,4120000000.0,2009000000.0,0.0,57000000.0,1785000000.0,1785000000.0,31/12/2020,Mastercard,MA
1207,634457935.3312303,1915000000.0,1513000000.0,1591000000.0,3837000000.0,2105000000.0,2105000000.0,-105000000.0,402000000.0,3837000000.0,1732000000.0,0.0,-190000000.0,1513000000.0,1513000000.0,30/09/2020,Mastercard,MA
1208,52133000.0,177340000.0,140895000.0,238811000.0,514661000.0,213414000.0,213414000.0,-32219000.0,37320000.0,707760000.0,494346000.0,193099000.0,-36074000.0,140020000.0,140895000.0,30/06/2021,Match Group,MTCH
1209,55576000.0,156101000.0,174250000.0,228653000.0,488157000.0,193258000.0,193258000.0,-31838000.0,-17747000.0,667612000.0,474354000.0,179455000.0,-37157000.0,173848000.0,174250000.0,31/03/2021,Match Group,MTCH
1210,44832000.0,165796000.0,140579000.0,213007000.0,481671000.0,212582000.0,212582000.0,-43306000.0,25617000.0,651407000.0,438825000.0,169736000.0,-46786000.0,140179000.0,140579000.0,31/12/2020,Match Group,MTCH
1211,39280000.0,155055000.0,132581000.0,218820000.0,469947000.0,200167000.0,200167000.0,-43189000.0,23568000.0,639770000.0,439603000.0,169823000.0,-45112000.0,131487000.0,132581000.0,30/09/2020,Match Group,MTCH
1212,634457935.3312303,243900000.0,212400000.0,325800000.0,599600000.0,273800000.0,273800000.0,-33900000.0,31500000.0,1549400000.0,1275600000.0,949800000.0,-29900000.0,212400000.0,212400000.0,31/08/2021,McCormick & Company,MKC
1213,634457935.3312303,229100000.0,183700000.0,355200000.0,614600000.0,259400000.0,259400000.0,-35600000.0,45400000.0,1556700000.0,1297300000.0,942100000.0,-30300000.0,183700000.0,183700000.0,31/05/2021,McCormick & Company,MKC
1214,634457935.3312303,220400000.0,161800000.0,319500000.0,583800000.0,264300000.0,264300000.0,-33800000.0,58600000.0,1481500000.0,1217200000.0,897700000.0,-43900000.0,161800000.0,161800000.0,28/02/2021,McCormick & Company,MKC
1215,68600000.0,258200000.0,200700000.0,299000000.0,660700000.0,293100000.0,293100000.0,-32400000.0,57500000.0,1557900000.0,1264800000.0,897200000.0,-34900000.0,200700000.0,200700000.0,30/11/2020,McCormick & Company,MKC
1216,634457935.3312303,2376000000.0,2219300000.0,572400000.0,3219500000.0,2564000000.0,2564000000.0,-296500000.0,156700000.0,5887900000.0,3323900000.0,2668400000.0,-188000000.0,2219300000.0,2219300000.0,30/06/2021,McDonald's,MCD
1217,634457935.3312303,1952700000.0,1537200000.0,490400000.0,2668300000.0,2108500000.0,2108500000.0,-300000000.0,415500000.0,5124600000.0,3016100000.0,2456300000.0,-155800000.0,1537200000.0,1537200000.0,31/03/2021,McDonald's,MCD
1218,634457935.3312303,1830000000.0,1377200000.0,698000000.0,2780200000.0,2016000000.0,2016000000.0,-308900000.0,452800000.0,5313800000.0,3297800000.0,2533600000.0,-186000000.0,1377200000.0,1377200000.0,31/12/2020,McDonald's,MCD
1219,634457935.3312303,2217100000.0,1762600000.0,454700000.0,2904700000.0,2401200000.0,2401200000.0,-310100000.0,454500000.0,5418100000.0,3016900000.0,2513400000.0,-184100000.0,1762600000.0,1762600000.0,30/09/2020,McDonald's,MCD
1220,634457935.3312303,1029000000.0,666000000.0,2224000000.0,3116000000.0,892000000.0,892000000.0,-52000000.0,316000000.0,59142000000.0,58250000000.0,56026000000.0,137000000.0,713000000.0,666000000.0,31/03/2021,McKesson Corporation,MCK
1221,634457935.3312303,-7363000000.0,-6226000000.0,2291000000.0,3151000000.0,860000000.0,860000000.0,-55000000.0,-1189000000.0,62599000000.0,61739000000.0,59448000000.0,-8223000000.0,-6174000000.0,-6226000000.0,31/12/2020,McKesson Corporation,MCK
1222,634457935.3312303,655000000.0,577000000.0,2237000000.0,3000000000.0,763000000.0,763000000.0,-50000000.0,28000000.0,60808000000.0,60045000000.0,57808000000.0,-108000000.0,627000000.0,577000000.0,30/09/2020,McKesson Corporation,MCK
1223,634457935.3312303,645000000.0,444000000.0,2097000000.0,2700000000.0,603000000.0,603000000.0,-60000000.0,150000000.0,55679000000.0,55076000000.0,52979000000.0,42000000.0,495000000.0,444000000.0,30/06/2020,McKesson Corporation,MCK
1224,750000000.0,833000000.0,763000000.0,2491000000.0,5422000000.0,1665000000.0,1665000000.0,-137000000.0,64000000.0,7987000000.0,6322000000.0,2565000000.0,-832000000.0,769000000.0,763000000.0,30/07/2021,Medtronic,MDT
1225,632000000.0,1566000000.0,1360000000.0,2510000000.0,5568000000.0,1980000000.0,1980000000.0,-142000000.0,200000000.0,8188000000.0,6208000000.0,2620000000.0,-414000000.0,1366000000.0,1360000000.0,30/04/2021,Medtronic,MDT
1226,601000000.0,1220000000.0,1270000000.0,2481000000.0,5190000000.0,1652000000.0,1652000000.0,-143000000.0,-59000000.0,7775000000.0,6123000000.0,2585000000.0,-432000000.0,1279000000.0,1270000000.0,29/01/2021,Medtronic,MDT
1227,639000000.0,525000000.0,489000000.0,2612000000.0,4974000000.0,1134000000.0,1134000000.0,-470000000.0,31000000.0,7647000000.0,6513000000.0,2673000000.0,-609000000.0,494000000.0,489000000.0,30/10/2020,Medtronic,MDT
1228,2611000000.0,1717000000.0,1545000000.0,2144000000.0,8373000000.0,3618000000.0,3618000000.0,-202000000.0,503000000.0,11402000000.0,7784000000.0,3029000000.0,-1901000000.0,1214000000.0,1545000000.0,30/06/2021,Merck & Co.,MRK
1229,2458000000.0,3462000000.0,3179000000.0,2333000000.0,8625000000.0,3834000000.0,3834000000.0,-200000000.0,276000000.0,12080000000.0,8246000000.0,3455000000.0,-372000000.0,3186000000.0,3179000000.0,31/03/2021,Merck & Co.,MRK
1230,2617000000.0,-1993000000.0,-2094000000.0,2993000000.0,8914000000.0,3304000000.0,3304000000.0,-207000000.0,98000000.0,12515000000.0,9211000000.0,3601000000.0,-5297000000.0,-2091000000.0,-2094000000.0,31/12/2020,Merck & Co.,MRK
1231,2539000000.0,3428000000.0,2941000000.0,2109000000.0,9108000000.0,4460000000.0,4460000000.0,-203000000.0,483000000.0,12551000000.0,8091000000.0,3443000000.0,-1032000000.0,2945000000.0,2941000000.0,30/09/2020,Merck & Co.,MRK
1232,634457935.3312303,4487000000.0,3407000000.0,1103980732.581967,7368000000.0,4714000000.0,4714000000.0,-228000000.0,1075000000.0,18524000000.0,13810000000.0,11156000000.0,-227000000.0,3412000000.0,3366000000.0,30/06/2021,MetLife,MET
1233,634457935.3312303,291000000.0,358000000.0,1103980732.581967,3441000000.0,519000000.0,519000000.0,-228000000.0,-72000000.0,15562000000.0,15043000000.0,12121000000.0,-228000000.0,363000000.0,290000000.0,31/03/2021,MetLife,MET
1234,634457935.3312303,164000000.0,158000000.0,1103980732.581967,3588000000.0,393000000.0,393000000.0,-230000000.0,6000000.0,19418000000.0,19025000000.0,15830000000.0,-229000000.0,158000000.0,124000000.0,31/12/2020,MetLife,MET
1235,634457935.3312303,923000000.0,706000000.0,1103980732.581967,4393000000.0,1152000000.0,1152000000.0,-229000000.0,214000000.0,16015000000.0,14863000000.0,11622000000.0,-229000000.0,709000000.0,633000000.0,30/09/2020,MetLife,MET
1236,39272000.0,185414000.0,149663000.0,219215000.0,471696000.0,199325000.0,199325000.0,-9471000.0,35751000.0,804390000.0,605065000.0,332694000.0,-13911000.0,149663000.0,149663000.0,31/03/2021,Mettler Toledo,MTD
1237,39866000.0,269180000.0,216295000.0,223208000.0,559044000.0,281313000.0,281313000.0,-9505000.0,52885000.0,937985000.0,656672000.0,378941000.0,-12133000.0,216295000.0,216295000.0,31/12/2020,Mettler Toledo,MTD
1238,34656000.0,205809000.0,161767000.0,201873000.0,469608000.0,218958000.0,218958000.0,-9310000.0,44042000.0,807357000.0,588399000.0,337749000.0,-13149000.0,161767000.0,161767000.0,30/09/2020,Mettler Toledo,MTD
1239,31193000.0,155255000.0,126562000.0,187182000.0,397970000.0,165706000.0,165706000.0,-9582000.0,28693000.0,690673000.0,524967000.0,292703000.0,-10451000.0,126562000.0,126562000.0,30/06/2020,Mettler Toledo,MTD
1240,634457935.3312303,125130000.0,104753000.0,687079000.0,1122310000.0,151516000.0,151516000.0,-208772000.0,34826000.0,2192829000.0,2041313000.0,1070519000.0,-26386000.0,90304000.0,67742000.0,30/06/2021,MGM Resorts International,MGM
1241,634457935.3312303,-430636000.0,-331829000.0,624444000.0,719960000.0,-195040000.0,-195040000.0,-160295000.0,-94698000.0,1589686000.0,1784726000.0,869726000.0,-235596000.0,-335938000.0,-341257000.0,31/03/2021,MGM Resorts International,MGM
1242,634457935.3312303,-562872000.0,-447605000.0,618495000.0,582876000.0,-334349000.0,-334349000.0,-185679000.0,-106904000.0,1395287000.0,1729636000.0,812411000.0,-228523000.0,-455968000.0,-454113000.0,31/12/2020,MGM Resorts International,MGM
1243,634457935.3312303,-678705000.0,-534731000.0,613730000.0,396403000.0,-511701000.0,-511701000.0,-173808000.0,-76734000.0,1093603000.0,1605304000.0,697200000.0,-167004000.0,-601971000.0,-532954000.0,30/09/2020,MGM Resorts International,MGM
1244,238400000.0,297000000.0,252800000.0,173700000.0,1007600000.0,379900000.0,379900000.0,-72300000.0,44200000.0,1569400000.0,1189500000.0,561800000.0,-82900000.0,252800000.0,252800000.0,30/06/2021,Microchip Technology,MCHP
1245,228500000.0,144400000.0,116000000.0,164200000.0,926800000.0,301700000.0,301700000.0,-78000000.0,28400000.0,1467100000.0,1165400000.0,540300000.0,-157300000.0,116000000.0,116000000.0,31/03/2021,Microchip Technology,MCHP
1246,210100000.0,16800000.0,36200000.0,154500000.0,845800000.0,249600000.0,249600000.0,-86500000.0,-19400000.0,1352100000.0,1102500000.0,506300000.0,-232800000.0,36200000.0,36200000.0,31/12/2020,Microchip Technology,MCHP
1247,199800000.0,88800000.0,73600000.0,145000000.0,807900000.0,230200000.0,230200000.0,-93300000.0,15200000.0,1309500000.0,1079300000.0,501600000.0,-141400000.0,73600000.0,73600000.0,30/09/2020,Microchip Technology,MCHP
1248,641000000.0,651000000.0,603000000.0,214000000.0,1649000000.0,663000000.0,663000000.0,-42000000.0,48000000.0,6236000000.0,5573000000.0,4587000000.0,-12000000.0,603000000.0,603000000.0,04/03/2021,Micron Technology,MU
1249,647000000.0,854000000.0,803000000.0,214000000.0,1736000000.0,866000000.0,866000000.0,-48000000.0,51000000.0,5773000000.0,4907000000.0,4037000000.0,-12000000.0,803000000.0,803000000.0,03/12/2020,Micron Technology,MU
1250,630000000.0,1126000000.0,988000000.0,231000000.0,2068000000.0,1204000000.0,1204000000.0,-50000000.0,136000000.0,6056000000.0,4852000000.0,3988000000.0,-78000000.0,990000000.0,988000000.0,03/09/2020,Micron Technology,MU
1251,649000000.0,873000000.0,803000000.0,216000000.0,1763000000.0,892000000.0,892000000.0,-51000000.0,68000000.0,5438000000.0,4546000000.0,3675000000.0,-19000000.0,805000000.0,803000000.0,28/05/2020,Micron Technology,MU
1252,5687000000.0,19405000000.0,16458000000.0,7379000000.0,32161000000.0,19095000000.0,19095000000.0,-549000000.0,2947000000.0,46152000000.0,27057000000.0,13991000000.0,310000000.0,16458000000.0,16458000000.0,30/06/2021,Microsoft,MSFT
1253,5204000000.0,17236000000.0,15457000000.0,6409000000.0,28661000000.0,17048000000.0,17048000000.0,-628000000.0,1779000000.0,41706000000.0,24658000000.0,13045000000.0,188000000.0,15457000000.0,15457000000.0,31/03/2021,Microsoft,MSFT
1254,4899000000.0,18337000000.0,15463000000.0,6086000000.0,28882000000.0,17897000000.0,17897000000.0,-568000000.0,2874000000.0,43076000000.0,25179000000.0,14194000000.0,440000000.0,15463000000.0,15463000000.0,31/12/2020,Microsoft,MSFT
1255,4926000000.0,16124000000.0,13893000000.0,5350000000.0,26152000000.0,15876000000.0,15876000000.0,-585000000.0,2231000000.0,37154000000.0,21278000000.0,11002000000.0,248000000.0,13893000000.0,13893000000.0,30/09/2020,Microsoft,MSFT
1256,634457935.3312303,225920000.0,216478000.0,13114000.0,254414000.0,109476000.0,109476000.0,-38867000.0,2045000.0,436927000.0,327451000.0,182513000.0,116444000.0,223875000.0,215322000.0,30/06/2021,Mid-America Apartments,MAA
1257,634457935.3312303,49863000.0,47193000.0,12979000.0,249598000.0,105116000.0,105116000.0,-39672000.0,999000.0,425005000.0,319889000.0,175407000.0,-55253000.0,48864000.0,46217000.0,31/03/2021,Mid-America Apartments,MAA
1258,634457935.3312303,87094000.0,83342000.0,11677000.0,250411000.0,109149000.0,109149000.0,-40952000.0,795000.0,423661000.0,314512000.0,173250000.0,-22055000.0,86299000.0,82311000.0,31/12/2020,Mid-America Apartments,MAA
1259,634457935.3312303,62701000.0,59910000.0,11360000.0,240694000.0,101655000.0,101655000.0,-41010000.0,665000.0,423199000.0,321544000.0,182505000.0,-38954000.0,62036000.0,58910000.0,30/09/2020,Mid-America Apartments,MAA
1260,634457935.3312303,3063000000.0,2780000000.0,121000000.0,3183000000.0,3062000000.0,3062000000.0,-5000000.0,283000000.0,4354000000.0,1292000000.0,1171000000.0,1000000.0,2780000000.0,2780000000.0,30/06/2021,Moderna,MRNA
1261,634457935.3312303,1260000000.0,1221000000.0,77000000.0,1343000000.0,1266000000.0,1266000000.0,-3000000.0,39000000.0,1937000000.0,671000000.0,594000000.0,-6000000.0,1221000000.0,1221000000.0,31/03/2021,Moderna,MRNA
1262,634457935.3312303,-271012000.0,-272485000.0,78990000.0,-196048000.0,-275038000.0,-275038000.0,-3508000.0,1473000.0,570745000.0,845783000.0,766793000.0,4026000.0,-272485000.0,-272485000.0,31/12/2020,Moderna,MRNA
1263,634457935.3312303,-232772000.0,-233636000.0,48541000.0,-186576000.0,-235117000.0,-235117000.0,-2834000.0,864000.0,157910000.0,393027000.0,344486000.0,2345000.0,-233636000.0,-233636000.0,30/09/2020,Moderna,MRNA
1264,634457935.3312303,400698000.0,336285000.0,496302000.0,907506000.0,411204000.0,411204000.0,-14894000.0,64245000.0,2953833000.0,2542629000.0,2046327000.0,-10506000.0,336453000.0,336285000.0,03/07/2021,Mohawk Industries,MHK
1265,634457935.3312303,304501000.0,236807000.0,473252000.0,801951000.0,328699000.0,328699000.0,-15241000.0,67690000.0,2669026000.0,2340327000.0,1867075000.0,-24198000.0,236811000.0,236807000.0,03/04/2021,Mohawk Industries,MHK
1266,634457935.3312303,273577000.0,248221000.0,452079000.0,760931000.0,308852000.0,308852000.0,-15898000.0,25180000.0,2641764000.0,2332912000.0,1880833000.0,-35275000.0,248397000.0,248221000.0,31/12/2020,Mohawk Industries,MHK
1267,634457935.3312303,248616000.0,205117000.0,434691000.0,723909000.0,289218000.0,289218000.0,-14854000.0,43163000.0,2574870000.0,2285652000.0,1850961000.0,-40602000.0,205453000.0,205117000.0,26/09/2020,Mohawk Industries,MHK
1268,634457935.3312303,522600000.0,388600000.0,668700000.0,1271500000.0,602800000.0,602800000.0,-70700000.0,132300000.0,2939400000.0,2336600000.0,1667900000.0,-80200000.0,390300000.0,388600000.0,30/06/2021,Molson Coors Beverage Company,TAP
1269,634457935.3312303,126300000.0,84100000.0,529900000.0,731000000.0,201100000.0,201100000.0,-68200000.0,44300000.0,1898400000.0,1697300000.0,1167400000.0,-74800000.0,82000000.0,84100000.0,31/03/2021,Molson Coors Beverage Company,TAP
1270,634457935.3312303,-1337300000.0,-1369800000.0,640700000.0,895200000.0,254500000.0,254500000.0,-56800000.0,36600000.0,2294300000.0,2039800000.0,1399100000.0,-1591800000.0,-1373900000.0,-1369800000.0,31/12/2020,Molson Coors Beverage Company,TAP
1271,634457935.3312303,450400000.0,342800000.0,626900000.0,1202500000.0,575600000.0,575600000.0,-70700000.0,104000000.0,2753500000.0,2177900000.0,1551000000.0,-125200000.0,346400000.0,342800000.0,30/09/2020,Molson Coors Beverage Company,TAP
1272,634457935.3312303,1477000000.0,1078000000.0,1525000000.0,2631000000.0,1074000000.0,1074000000.0,-87000000.0,398000000.0,6642000000.0,5568000000.0,4011000000.0,403000000.0,1079000000.0,1078000000.0,30/06/2021,Mondelez International,MDLZ
1273,634457935.3312303,1180000000.0,961000000.0,1515000000.0,2966000000.0,1413000000.0,1413000000.0,-95000000.0,212000000.0,7238000000.0,5825000000.0,4272000000.0,-233000000.0,968000000.0,961000000.0,31/03/2021,Mondelez International,MDLZ
1274,634457935.3312303,1503000000.0,1156000000.0,1599000000.0,2872000000.0,1222000000.0,1222000000.0,-90000000.0,344000000.0,7298000000.0,6076000000.0,4426000000.0,281000000.0,1159000000.0,1156000000.0,31/12/2020,Mondelez International,MDLZ
1275,634457935.3312303,1513000000.0,1119000000.0,1446000000.0,2792000000.0,1296000000.0,1296000000.0,-104000000.0,391000000.0,6665000000.0,5369000000.0,3873000000.0,217000000.0,1122000000.0,1119000000.0,30/09/2020,Mondelez International,MDLZ
1276,44753000.0,63659000.0,55169000.0,57238000.0,164215000.0,62224000.0,62224000.0,-113779407.92349727,8490000.0,293317000.0,231093000.0,129102000.0,1435000.0,55169000.0,55169000.0,30/06/2021,Monolithic Power Systems,MPWR
1277,41892000.0,48673000.0,45413000.0,51453000.0,141059000.0,47714000.0,47714000.0,-113779407.92349727,3260000.0,254455000.0,206741000.0,113396000.0,959000.0,45413000.0,45413000.0,31/03/2021,Monolithic Power Systems,MPWR
1278,42252000.0,44442000.0,42887000.0,45120000.0,128874000.0,41502000.0,41502000.0,-113779407.92349727,1555000.0,233043000.0,191541000.0,104169000.0,2940000.0,42887000.0,42887000.0,31/12/2020,Monolithic Power Systems,MPWR
1279,37717000.0,62473000.0,55566000.0,43503000.0,143040000.0,61820000.0,61820000.0,-113779407.92349727,6907000.0,259422000.0,197602000.0,116382000.0,653000.0,55566000.0,55566000.0,30/09/2020,Monolithic Power Systems,MPWR
1280,634457935.3312303,526847000.0,403762000.0,310741000.0,836838000.0,525975000.0,525975000.0,-5000.0,123085000.0,1461934000.0,935959000.0,625096000.0,872000.0,403762000.0,403762000.0,30/06/2021,Monster Beverage,MNST
1281,634457935.3312303,413387000.0,315194000.0,300655000.0,714935000.0,414146000.0,414146000.0,-4000.0,98193000.0,1243816000.0,829670000.0,528881000.0,-759000.0,315194000.0,315194000.0,31/03/2021,Monster Beverage,MNST
1282,634457935.3312303,400796000.0,471736000.0,382595000.0,690685000.0,402301000.0,402301000.0,-4000.0,-70940000.0,1196283000.0,793982000.0,505598000.0,-1505000.0,471736000.0,471736000.0,31/12/2020,Monster Beverage,MNST
1283,634457935.3312303,454033000.0,347654000.0,277753000.0,736531000.0,458601000.0,458601000.0,-1268000.0,106379000.0,1246362000.0,787761000.0,509831000.0,-4568000.0,347654000.0,347654000.0,30/09/2020,Monster Beverage,MNST
1284,634457935.3312303,758000000.0,577000000.0,321000000.0,1188000000.0,807000000.0,807000000.0,-46000000.0,181000000.0,1553000000.0,746000000.0,365000000.0,-49000000.0,577000000.0,577000000.0,30/06/2021,Moody's Corporation,MCO
1285,634457935.3312303,862000000.0,736000000.0,293000000.0,1207000000.0,855000000.0,855000000.0,-46000000.0,126000000.0,1600000000.0,745000000.0,393000000.0,7000000.0,736000000.0,736000000.0,31/03/2021,Moody's Corporation,MCO
1286,634457935.3312303,400000000.0,314000000.0,334000000.0,881000000.0,490000000.0,490000000.0,-15000000.0,86000000.0,1290000000.0,800000000.0,409000000.0,-90000000.0,314000000.0,314000000.0,31/12/2020,Moody's Corporation,MCO
1287,634457935.3312303,599000000.0,467000000.0,272000000.0,992000000.0,664000000.0,664000000.0,-51000000.0,132000000.0,1356000000.0,692000000.0,364000000.0,-65000000.0,467000000.0,467000000.0,30/09/2020,Moody's Corporation,MCO
1288,634457935.3312303,4874000000.0,3707000000.0,7208000000.0,13140000000.0,0.0,5908000000.0,-113779407.92349727,1150000000.0,14753000000.0,8845000000.0,1613000000.0,-1034000000.0,3724000000.0,3584000000.0,30/09/2021,Morgan Stanley,MS
1289,634457935.3312303,4566000000.0,3511000000.0,7704000000.0,13199000000.0,0.0,5422000000.0,-113779407.92349727,1054000000.0,14759000000.0,9337000000.0,1560000000.0,-856000000.0,3512000000.0,3408000000.0,30/06/2021,Morgan Stanley,MS
1290,634457935.3312303,5344000000.0,4120000000.0,7940000000.0,14076000000.0,0.0,6234000000.0,-113779407.92349727,1176000000.0,15719000000.0,9485000000.0,1643000000.0,-890000000.0,4168000000.0,3982000000.0,31/03/2021,Morgan Stanley,MS
1291,634457935.3312303,4430000000.0,3385000000.0,6595000000.0,12167000000.0,0.0,5572000000.0,-113779407.92349727,1018000000.0,13640000000.0,8068000000.0,1473000000.0,-1142000000.0,3412000000.0,3266000000.0,31/12/2020,Morgan Stanley,MS
1292,181000000.0,340000000.0,293000000.0,300000000.0,955000000.0,474000000.0,474000000.0,-46000000.0,46000000.0,1971000000.0,1497000000.0,1016000000.0,-134000000.0,294000000.0,293000000.0,03/07/2021,Motorola Solutions,MSI
1293,180000000.0,289000000.0,244000000.0,273000000.0,862000000.0,351000000.0,351000000.0,-56000000.0,44000000.0,1773000000.0,1422000000.0,911000000.0,-62000000.0,245000000.0,244000000.0,03/04/2021,Motorola Solutions,MSI
1294,181000000.0,522000000.0,412000000.0,321000000.0,1151000000.0,592000000.0,592000000.0,-58000000.0,109000000.0,2273000000.0,1681000000.0,1122000000.0,-70000000.0,413000000.0,412000000.0,31/12/2020,Motorola Solutions,MSI
1295,175000000.0,251000000.0,205000000.0,293000000.0,912000000.0,390000000.0,390000000.0,-60000000.0,45000000.0,1868000000.0,1478000000.0,956000000.0,-139000000.0,206000000.0,205000000.0,26/09/2020,Motorola Solutions,MSI
1296,27531000.0,195695000.0,165423000.0,88373000.0,410853000.0,273546000.0,273546000.0,-39557000.0,30272000.0,498180000.0,224634000.0,87327000.0,-77851000.0,165423000.0,165423000.0,30/06/2021,MSCI,MSCI
1297,24862000.0,216028000.0,196819000.0,91195000.0,392643000.0,254375000.0,254375000.0,-37584000.0,19209000.0,478423000.0,224048000.0,85780000.0,-38347000.0,196819000.0,196819000.0,31/03/2021,MSCI,MSCI
1298,27056000.0,195166000.0,156216000.0,85569000.0,367726000.0,232671000.0,232671000.0,-37330000.0,38950000.0,443661000.0,210990000.0,75935000.0,-37505000.0,156216000.0,156216000.0,31/12/2020,MSCI,MSCI
1299,24901000.0,189043000.0,182358000.0,80281000.0,354629000.0,227620000.0,227620000.0,-37536000.0,6685000.0,425333000.0,197713000.0,70704000.0,-38577000.0,182358000.0,182358000.0,30/09/2020,MSCI,MSCI
1300,634457935.3312303,454000000.0,341000000.0,362000000.0,846000000.0,416000000.0,416000000.0,-33000000.0,113000000.0,1412000000.0,996000000.0,566000000.0,38000000.0,341000000.0,341000000.0,30/06/2021,Nasdaq,NDAQ
1301,634457935.3312303,395000000.0,298000000.0,361000000.0,851000000.0,427000000.0,427000000.0,-29000000.0,97000000.0,1652000000.0,1225000000.0,801000000.0,-32000000.0,298000000.0,298000000.0,31/03/2021,Nasdaq,NDAQ
1302,634457935.3312303,267000000.0,225000000.0,376000000.0,788000000.0,359000000.0,359000000.0,-24000000.0,42000000.0,1462000000.0,1103000000.0,674000000.0,-92000000.0,225000000.0,225000000.0,31/12/2020,Nasdaq,NDAQ
1303,634457935.3312303,357000000.0,264000000.0,318000000.0,715000000.0,346000000.0,346000000.0,-24000000.0,93000000.0,1414000000.0,1068000000.0,699000000.0,11000000.0,264000000.0,264000000.0,30/09/2020,Nasdaq,NDAQ
1304,221000000.0,436000000.0,334000000.0,513000000.0,1035000000.0,301000000.0,301000000.0,-19000000.0,102000000.0,1555000000.0,1254000000.0,520000000.0,135000000.0,334000000.0,334000000.0,30/04/2021,NetApp,NTAP
1305,215000000.0,247000000.0,182000000.0,499000000.0,975000000.0,261000000.0,261000000.0,-19000000.0,65000000.0,1470000000.0,1209000000.0,495000000.0,-14000000.0,182000000.0,182000000.0,29/01/2021,NetApp,NTAP
1306,212000000.0,175000000.0,137000000.0,494000000.0,933000000.0,227000000.0,227000000.0,-18000000.0,38000000.0,1416000000.0,1189000000.0,483000000.0,-52000000.0,137000000.0,137000000.0,30/10/2020,NetApp,NTAP
1307,233000000.0,104000000.0,77000000.0,490000000.0,872000000.0,149000000.0,149000000.0,-18000000.0,27000000.0,1303000000.0,1154000000.0,431000000.0,-45000000.0,77000000.0,77000000.0,31/07/2020,NetApp,NTAP
1308,525207000.0,2034502000.0,1706715000.0,809708000.0,3294771000.0,1959856000.0,1959856000.0,-194440000.0,327787000.0,7163282000.0,5203426000.0,3868511000.0,74646000.0,1706715000.0,1706715000.0,31/03/2021,Netflix,NFLX
1309,486936000.0,506417000.0,542156000.0,1038104000.0,2479282000.0,954242000.0,954242000.0,-197186000.0,-35739000.0,6644442000.0,5690200000.0,4165160000.0,-447825000.0,542156000.0,542156000.0,31/12/2020,Netflix,NFLX
1310,453802000.0,861460000.0,789976000.0,799221000.0,2567886000.0,1314863000.0,1314863000.0,-197079000.0,71484000.0,6435637000.0,5120774000.0,3867751000.0,-453403000.0,789976000.0,789976000.0,30/09/2020,Netflix,NFLX
1311,435045000.0,1035602000.0,720196000.0,711606000.0,2504579000.0,1357928000.0,1357928000.0,-189151000.0,315406000.0,6148286000.0,4790358000.0,3643707000.0,-322326000.0,720196000.0,720196000.0,30/06/2020,Netflix,NFLX
1312,634457935.3312303,243000000.0,197000000.0,570000000.0,882000000.0,312000000.0,312000000.0,-65000000.0,46000000.0,2709000000.0,2397000000.0,1827000000.0,-69000000.0,197000000.0,197000000.0,30/06/2021,Newell Brands,NWL
1313,634457935.3312303,126000000.0,89000000.0,533000000.0,731000000.0,198000000.0,198000000.0,-67000000.0,37000000.0,2288000000.0,2090000000.0,1557000000.0,-72000000.0,89000000.0,89000000.0,31/03/2021,Newell Brands,NWL
1314,144000000.0,101000000.0,127000000.0,496000000.0,888000000.0,248000000.0,248000000.0,-69000000.0,-26000000.0,2689000000.0,2441000000.0,1801000000.0,-147000000.0,127000000.0,127000000.0,31/12/2020,Newell Brands,NWL
1315,144000000.0,283000000.0,304000000.0,545000000.0,914000000.0,369000000.0,369000000.0,-71000000.0,-21000000.0,2699000000.0,2330000000.0,1785000000.0,-86000000.0,304000000.0,304000000.0,30/09/2020,Newell Brands,NWL
1316,37000000.0,992000000.0,650000000.0,71000000.0,1732000000.0,1012000000.0,1012000000.0,-68000000.0,341000000.0,3065000000.0,2053000000.0,1333000000.0,-20000000.0,651000000.0,650000000.0,30/06/2021,Newmont,NEM
1317,31000000.0,793000000.0,559000000.0,65000000.0,1593000000.0,905000000.0,905000000.0,-74000000.0,235000000.0,2872000000.0,1967000000.0,1279000000.0,-112000000.0,558000000.0,559000000.0,31/03/2021,Newmont,NEM
1318,30000000.0,1004000000.0,824000000.0,71000000.0,1777000000.0,1080000000.0,1080000000.0,-73000000.0,258000000.0,3381000000.0,2301000000.0,1604000000.0,-76000000.0,746000000.0,824000000.0,31/12/2020,Newmont,NEM
